_id,user_id,created_by,partner_id,amount,raw_payee,is_debit,is_upi,is_merchant,txn_type,closing_balance,opening_balance,bank_txn_id,nodal_account_provider,brand_name,payee_address,payee_name,payee_merchant_code,currency_code,user_remarks,request_status,updated_at,created_at,txn_status,is_credit,is_credit_offer,id,data,place,total_members_present,count,total_members_now,date,utility_type,action,is_repayment,bank_payment_id,is_created_by_programmatic_user,txn_failure_reason,completed_at,is_repayment_reversal,is_subscription_fee,bank_txn_statuses,cust_ref_id,txn_ref_id,is_vir_addr,payment_mode,is_bank_transfer,is_imps,bank_account_number,ifsc_code,bank_account_id,bank_transfer_cms_ref,bank_transfer_core_ref,bank_transfer_cust_ref,payer_name,is_neft,coordinates,is_person,payer_address,location,created_at_time,created_date,created_month,created_year
5d9c35993968e7e98b8d3bea,ObjectId('5d9c31bf4bd8de7ad99370fb'),ObjectId('5d9c31bf4bd8de7ad99370fb'),ObjectId('5d918fbff38e3035804cf153'),16.0,test@mypsp,True,True,True,PAYMENT,4400.0,4416.0,IDFKB3854a72be99a11e9967ee4f89c9d062a,IDFC,AllianceFranche,test@mypsp,Narayanan,8931.0,INR,pa,COMPLETED,2019-06-12 00:00:00.100,2019-06-12 00:00:00.100,SUCCESS,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-06-12 00:00:00.100,2019-06-12,6,2019
5d9c375f3968e7e98b8d3c01,ObjectId('5d9c31bf4bd8de7ad99370fb'),ObjectId('5d9c31bf4bd8de7ad99370fb'),ObjectId('5d918fbff38e3035804cf153'),73.0,test@mypsp,True,True,True,PAYMENT,4702.0,4775.0,IDFKB428a80efe99b11e9967ee4f89c9d062a,IDFC,AllianceFranche,test@mypsp,Narayanan,8931.0,INR,pa,COMPLETED,2019-06-04 00:00:00.100,2019-06-04 00:00:00.100,SUCCESS,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-06-04 00:00:00.100,2019-06-04,6,2019
5d9c375f3968e7e98b8d3c13,ObjectId('5d9c31bf4bd8de7ad99370fb'),ObjectId('5d9c31bf4bd8de7ad99370fb'),ObjectId('5d918fbff38e3035804cf153'),34.0,test@mypsp,True,True,True,PAYMENT,3743.0,3777.0,IDFKB428a8101e99b11e9967ee4f89c9d062a,IDFC,AllianceFranche,test@mypsp,Narayanan,8931.0,INR,pa,COMPLETED,2019-06-22 00:00:00.100,2019-06-22 00:00:00.100,SUCCESS,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-06-22 00:00:00.100,2019-06-22,6,2019
5d9c375f3968e7e98b8d3c15,ObjectId('5d9c31bf4bd8de7ad99370fb'),ObjectId('5d9c31bf4bd8de7ad99370fb'),ObjectId('5d918fbff38e3035804cf153'),94.0,test@mypsp,True,True,True,PAYMENT,3578.0,3672.0,IDFKB428a8103e99b11e9967ee4f89c9d062a,IDFC,AllianceFranche,test@mypsp,Narayanan,8931.0,INR,pa,COMPLETED,2019-06-24 00:00:00.100,2019-06-24 00:00:00.100,SUCCESS,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-06-24 00:00:00.100,2019-06-24,6,2019
5d9c37ae3968e7e98b8d3c3a,ObjectId('5d9c31bf4bd8de7ad99370fb'),ObjectId('5d9c31bf4bd8de7ad99370fb'),ObjectId('5d918fbff38e3035804cf153'),34.0,test@mypsp,True,True,True,PAYMENT,3472.0,3506.0,IDFKB73d738dce99b11e9967ee4f89c9d062a,IDFC,AllianceFranche,test@mypsp,Narayanan,8931.0,INR,pa,COMPLETED,2019-06-29 00:00:00.100,2019-06-29 00:00:00.100,SUCCESS,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-06-29 00:00:00.100,2019-06-29,6,2019
5d83234d6eb117fd9579ec17,5d81d49a22d796f5e65b93b8,5d81d49a22d796f5e65b93b8,5d4421722b3dc03043dead1e,1.0,test@mypsp,True,True,True,PAYMENT,4999.0,5000.0,IDFKB31684221E1EA46ED85A0376CC04269,IDFC,AllianceFranche,test@mypsp,Narayanan,8931.0,INR,pa,COMPLETED,2019-09-20 05:51:00.154,2019-09-19 06:42:21.251,FAILURE,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-09-19 06:42:21.251,2019-09-19,9,2019
5d88be8604c8316d45ddeb37,5d88be8404c8316d45ddeb34,5d88be8404c8316d45ddeb34,5d4421722b3dc03043dead1e,5000.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,LOAN_ACCOUNT_CREATION,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,not_avlbl,not_avlbl,COMPLETED,2019-09-23 12:45:58.500,2019-09-23 12:45:58.500,not_avlbl,True,True,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-09-23 12:45:58.500,2019-09-23,9,2019
5d89e05104c8316d45ddebbc,5d89e04f04c8316d45ddebb9,5d89e04f04c8316d45ddebb9,5d4421722b3dc03043dead1e,5000.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,LOAN_ACCOUNT_CREATION,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,not_avlbl,not_avlbl,COMPLETED,2019-09-24 09:22:25.794,2019-09-24 09:22:25.794,not_avlbl,True,True,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-09-24 09:22:25.794,2019-09-24,9,2019
5d89e05404c8316d45ddebc0,5d89e05104c8316d45ddebbd,5d89e05104c8316d45ddebbd,5d4421722b3dc03043dead1e,5000.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,LOAN_ACCOUNT_CREATION,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,not_avlbl,not_avlbl,COMPLETED,2019-09-24 09:22:28.058,2019-09-24 09:22:28.058,not_avlbl,True,True,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-09-24 09:22:28.058,2019-09-24,9,2019
5d89e08704c8316d45ddec1c,5d89e08504c8316d45ddec19,5d89e08504c8316d45ddec19,5d4421722b3dc03043dead1e,5000.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,LOAN_ACCOUNT_CREATION,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,not_avlbl,not_avlbl,COMPLETED,2019-09-24 09:23:19.892,2019-09-24 09:23:19.892,not_avlbl,True,True,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-09-24 09:23:19.892,2019-09-24,9,2019
5d89e0b804c8316d45ddec70,5d89e0b504c8316d45ddec6d,5d89e0b504c8316d45ddec6d,5d4421722b3dc03043dead1e,5000.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,LOAN_ACCOUNT_CREATION,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,not_avlbl,not_avlbl,COMPLETED,2019-09-24 09:24:08.494,2019-09-24 09:24:08.494,not_avlbl,True,True,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-09-24 09:24:08.494,2019-09-24,9,2019
5d89e10004c8316d45ddecec,5d89e0fd04c8316d45ddece9,5d89e0fd04c8316d45ddece9,5d4421722b3dc03043dead1e,5000.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,LOAN_ACCOUNT_CREATION,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,not_avlbl,not_avlbl,COMPLETED,2019-09-24 09:25:20.070,2019-09-24 09:25:20.070,not_avlbl,True,True,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-09-24 09:25:20.070,2019-09-24,9,2019
5d89e11104c8316d45dded0c,5d89e10f04c8316d45dded09,5d89e10f04c8316d45dded09,5d4421722b3dc03043dead1e,5000.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,LOAN_ACCOUNT_CREATION,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,not_avlbl,not_avlbl,COMPLETED,2019-09-24 09:25:37.961,2019-09-24 09:25:37.961,not_avlbl,True,True,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-09-24 09:25:37.961,2019-09-24,9,2019
5d89ff6804c8316d45dded16,5d81d48622d796f5e65b9322,5d81d48622d796f5e65b9322,5d4421722b3dc03043dead1e,1.0,test@mypsp,True,True,True,PAYMENT,4997.0,4998.0,IDFKBE646AF0656EA43CE9E63F554545BAC,IDFC,AllianceFranche,test@mypsp,Narayanan,8931.0,INR,pa,COMPLETED,2019-09-24 11:35:05.217,2019-09-24 11:35:04.038,FAILURE,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,0.0,0.0,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,not_avlbl,2019-09-24 11:35:04.038,2019-09-24,9,2019
